feedback_id,created_at,channel,account_id,rating,text
FB-00592,2026-02-10 21:00:51,app_store,ACC-0226,1.0,Editing one occurrence changes the whole recurring series. Hope this gets fixed soon.
FB-00591,2026-02-10 21:15:36,app_store,ACC-0102,2.0,Exceptions to recurring events are lost when I save. This is really frustrating.
FB-00601,2026-02-11 07:52:59,nps_survey,ACC-0427,3.0,I get three reminders for eevry single meeting.
FB-00605,2026-02-11 09:46:36,support_ticket,ACC-0262,,"Hi team, No guidance during setup, I did not know where to start. Please fix this asap. Best, Kate"
FB-00599,2026-02-11 10:48:01,nps_survey,ACC-0237,5.0,Set my Teams status automatically when I am in a meeting.
FB-00593,2026-02-11 10:57:59,support_ticket,ACC-0336,,"Hey there, Scrolling the calendar on Android is laggy and slow. Thanks, Priya"
FB-00596,2026-02-11 12:47:20,app_store,ACC-0339,4.0,Please follow the system dark theme on Android. Wuold really appreciate it.
FB-00597,2026-02-11 13:52:06,support_ticket,ACC-0042,,"Hi team, It is confusing which time zone the booking link uses. Not happy about this."
FB-00594,2026-02-11 14:22:12,app_store,ACC-0515,3.0,the app freezes every time i switch calendars on my samsung phone.
FB-00606,2026-02-11 16:39:12,support_ticket,ACC-0374,,"Hi team, Tempo is central to how we plan our week. Simple, fast and reliable, exactly what we needed. - Sofia"
FB-00602,2026-02-11 16:51:39,sales_call,ACC-0092,,"Call notes (Nova Studio 96): the head of RevOps said ""A dashboard showing meeting hours by team would be great."""
FB-00598,2026-02-11 17:04:43,community,ACC-0249,,The scheduler keeps showing GMT instead of my local time. This is really frustrating.
FB-00604,2026-02-11 18:33:04,app_store,ACC-0110,1.0,the onboarding never explains the difference between workspaces and teams.
FB-00600,2026-02-11 19:55:36,nps_survey,ACC-0035,3.0,Every calendar change triggers an email to the whole team.
FB-00595,2026-02-11 20:22:51,app_store,ACC-0509,5.0,Would love a dark tehme for late night planning.
FB-00603,2026-02-11 20:55:39,app_store,ACC-0359,2.0,Our new hires get lost in the onboarding flow.
FB-00611,2026-02-12 10:07:51,app_store,ACC-0037,3.0,The mobile app is so slow it is unusable on oledr phones.
FB-00613,2026-02-12 10:42:17,community,ACC-0138,,Feature request: Please add a dark mode.
FB-00614,2026-02-12 11:10:37,support_ticket,ACC-0251,,"Hi Tempo support, Dark mode is the only thing missing for me. Thanks in advance. Best, Amara"
FB-00621,2026-02-12 11:37:25,community,ACC-0167,,"Feature request: We live in Slack, getting alerts there would help a lot. Thanks in advance."
FB-00615,2026-02-12 11:51:29,app_store,ACC-0111,4.0,Add a night mode option to the iOS app. Would really appreciate it.
FB-00609,2026-02-12 11:57:27,app_store,ACC-0011,3.0,tapping an event freezes the android app. not happy about this.
FB-00608,2026-02-12 11:59:35,sales_call,ACC-0131,,"Call notes (Maple Robotics): the office manager said ""Reconnecting Google Calendar does not fix the sync problem."" Expansion to 25 more seats depends on this."
FB-00610,2026-02-12 12:10:30,community,ACC-0093,,anyone else seeing this? the mobile app drains my battery.
FB-00616,2026-02-12 12:30:43,community,ACC-0002,,+1 for this: any plans for a dark theme? every other app has one.
FB-00617,2026-02-12 13:45:31,support_ticket,ACC-0082,,"Hi Tempo support, We use Tempo every day. Paying per seat makes no sense for occasional users. This is really frustrating. Thanks, Lukas"
FB-00624,2026-02-12 13:56:14,nps_survey,ACC-0167,1.0,"No guidance during setup, I did not know where to start."
FB-00629,2026-02-12 14:34:37,app_store,ACC-0161,4.0,Super clean interface and very intuitive.
FB-00619,2026-02-12 14:54:57,support_ticket,ACC-0582,,"Hard to justify the cost to my manager after the price increase. Best, Priya"
FB-00623,2026-02-12 15:06:53,app_store,ACC-0534,1.0,"Way too many email notifications, I am drowning in reminders. This is really frustrating."
FB-00620,2026-02-12 16:03:26,nps_survey,ACC-0131,6.0,We would love to schedule meetings directly from Teams.
FB-00628,2026-02-12 16:03:37,nps_survey,ACC-0299,10.0,Super clean interface and very intuitive.
FB-00607,2026-02-12 16:52:35,nps_survey,ACC-0540,5.0,Google sync fails with an error every few hours.
FB-00618,2026-02-12 16:55:30,app_store,ACC-0333,1.0,billing us for inactive seats is unfair. not happy about this.
FB-00626,2026-02-12 18:24:03,support_ticket,ACC-0375,,"Hello, Our team of 80 people relies on Tempo. The fisrt-time setup does not explain how anything works. Best, Priya"
FB-00627,2026-02-12 19:29:32,nps_survey,ACC-0193,6.0,"The first-time setup does not explain how anything works. Also, tapping an event freezes the mobile app."
FB-00625,2026-02-12 19:36:58,community,ACC-0292,,"Small thing, but Onboarding is confusing for anyone who is not technical. Also, we need SAML single sign-on before we can roll out to more teams. Very annoying."
FB-00622,2026-02-12 19:45:06,community,ACC-0177,,Idea: Please add a Slack integration so reminders show up in our channels.
FB-00612,2026-02-12 19:51:58,app_store,ACC-0521,5.0,Plaese add a dark mode.
FB-00635,2026-02-13 07:14:23,app_store,ACC-0253,4.0,"Dark mode please, the white screen hurts my eyes. Thanks!"
FB-00633,2026-02-13 07:42:14,nps_survey,ACC-0388,5.0,The app hangs for ten seconds before showing my schedule.
FB-00643,2026-02-13 07:57:30,community,ACC-0582,,Idea: Export to Excel would save me hours every month. Would really appreciate it.
FB-00637,2026-02-13 08:04:05,support_ticket,ACC-0296,,"Paying per seat makes no sense for occasional users. Please fix this asap. Best, Maria"
FB-00636,2026-02-13 09:25:58,sales_call,ACC-0317,,"Call notes (Bold Studio 83): their CTO said ""We cannot renew without SAML SSO and enforced login through Okta."" Otherwise very happy with the product."
FB-00644,2026-02-13 11:48:40,app_store,ACC-0263,3.0,"no guidance during setup, i did not know where to start. this is really frustrating."
FB-00638,2026-02-13 12:02:48,support_ticket,ACC-0044,,"Hello, A 20 percent price jump with no new features is frustrating. Hope this gets fixed soon."
FB-00641,2026-02-13 12:43:48,community,ACC-0543,,"Set my Slack status automatically when I am in a meeting. Also, the Android app is so slow it is unusable on older phones."
FB-00640,2026-02-13 12:58:20,nps_survey,ACC-0554,5.0,Invties to our Berlin office arrive with the wrong time.
FB-00634,2026-02-13 13:41:19,nps_survey,ACC-0265,7.0,Dark mode is the only thing missing for me.
FB-00630,2026-02-13 15:09:40,community,ACC-0130,,half of my office 365 events disappeared from tempo.
FB-00645,2026-02-13 15:17:17,support_ticket,ACC-0383,,"Hey there, Our whole company switched and nobody looked back. Thanks, Kate"
FB-00632,2026-02-13 16:10:34,app_store,ACC-0489,1.0,The app freezes every time I switch caelndars on my Samsung phone. Not happy about this.
FB-00642,2026-02-13 17:26:02,community,ACC-0260,,A Microsoft Teams bot that posts the daily agenda would be amazing.
FB-00639,2026-02-13 20:01:12,support_ticket,ACC-0317,,"I have been a customer for 18 months. Hard to justify the cost to my manager after the prcie increase. Not happy about this. Best, Kate"
FB-00631,2026-02-13 20:05:06,app_store,ACC-0104,2.0,It keeps crashing on startup after the last mobile update.
FB-00652,2026-02-14 10:07:07,support_ticket,ACC-0217,,"Hey there, The reminder spam is maknig people ignore Tempo entirely. Hope this gets fixed soon."
FB-00657,2026-02-14 10:49:38,community,ACC-0186,,"Shoutout: Simple, fast and reliable, exactly what we needed. Five stars."
FB-00653,2026-02-14 12:09:57,support_ticket,ACC-0130,,"Hello, Tempo is central to how we plan our week. Export to Excel would save me hours every month. Best, Kate"
FB-00649,2026-02-14 14:33:29,app_store,ACC-0510,1.0,performance on my older android phone is terrible compared to the web version. this is really frustrating.
FB-00650,2026-02-14 15:38:16,support_ticket,ACC-0258,,"Hi Tempo support, Tempo is central to how we plan our week. The app freezes every time I switch calendars on my Pixel. Very annoying. Best, Sofia"
FB-00647,2026-02-14 16:43:04,sales_call,ACC-0170,,"Call notes (Bright Ventures 89): the head of RevOps said ""Calendar sync is completely unreliable this week."" Otherwise very happy with the product."
FB-00648,2026-02-14 17:09:03,app_store,ACC-0048,3.0,The mobile app drains my battery. Not happy about this.
FB-00654,2026-02-14 17:14:46,app_store,ACC-0008,1.0,It took me an hour of setup to figure out how to invite my team. Hope this gets fixed soon.
FB-00646,2026-02-14 17:56:31,nps_survey,ACC-0060,1.0,The sync status is stuck on syncing forever.
FB-00655,2026-02-14 18:59:14,community,ACC-0051,,"Small thing, but Our new hires get lost in the onboarding flow. Pelase fix this asap."
FB-00656,2026-02-14 19:03:49,sales_call,ACC-0484,,"Call notes (Clear Logistics 33): the head of RevOps said ""Recurring standups now show up on the wrong weekday after the redesign."" Renewal is in 8 weeks."
FB-00651,2026-02-14 21:15:31,support_ticket,ACC-0220,,"I have been a customer for 24 months. I would honestly pay extra for a dark mode. Also, hard to justify the cost to my manager after the price increase. Thanks! - Maria"
FB-00665,2026-02-15 08:20:58,sales_call,ACC-0059,,"Call notes (Urban Robotics): the IT director said ""The scheduler keeps showing GMT instead of my local time."" Renewal is in 6 weeks."
FB-00666,2026-02-15 13:14:07,app_store,ACC-0201,3.0,A Slack bot that posts the daily agenda would be amazing.
FB-00664,2026-02-15 13:23:36,support_ticket,ACC-0258,,"Hey there, Hard to justify the cost to my manager after the price increase. Not happy about this. Best, Sofia"
FB-00658,2026-02-15 14:21:47,community,ACC-0045,,sync keeps creating duplicate events on my calendar.
FB-00662,2026-02-15 14:49:31,app_store,ACC-0051,4.0,add a night mode option to the mobile app.
FB-00660,2026-02-15 15:54:59,community,ACC-0338,,bug report: the app hangs for ten seconds before showing my schedule. very annoying.
FB-00663,2026-02-15 17:13:53,community,ACC-0190,,idea: please add a dark mode. thanks!
FB-00659,2026-02-15 17:28:49,app_store,ACC-0455,1.0,performance on my samsung phone is terrible compared to the web version. very annoying.
FB-00667,2026-02-15 19:41:13,community,ACC-0015,,Tempo saves me hours every week. Five stars.
FB-00661,2026-02-15 19:50:08,app_store,ACC-0423,4.0,"The bright interface is painful at night, we need a dark mode. Would really appreciate it."
FB-00669,2026-02-16 07:35:56,app_store,ACC-0268,2.0,The app hangs for ten seconds before shownig my schedule. Very annoying.
FB-00668,2026-02-16 09:27:32,nps_survey,ACC-0199,1.0,My Office 365 calendar stopped syncing snice the update.
FB-00673,2026-02-16 09:59:04,nps_survey,ACC-0414,5.0,The setup wizard skipped steps and left my workspace half configured.
FB-00672,2026-02-16 10:13:04,app_store,ACC-0318,1.0,Push notifications arrive late or twice. Very annoying.
FB-00680,2026-02-16 11:06:34,nps_survey,ACC-0465,9.0,Tempo saves me hours every week.
FB-00670,2026-02-16 13:03:35,app_store,ACC-0345,4.0,"Dark mode please, the white screen hurts my eyes. Thanks in advance."
FB-00671,2026-02-16 13:08:52,support_ticket,ACC-0071,,"Hey there, We use Tepmo every day. A Slack bot that posts the daily agenda would be amazing. - Priya"
FB-00675,2026-02-16 13:31:12,app_store,ACC-0532,3.0,Setting up the workspace was confusing.
FB-00676,2026-02-16 13:37:56,app_store,ACC-0544,5.0,Tempo saves me hours every week. Keep up the great work!
FB-00678,2026-02-16 17:22:22,app_store,ACC-0472,4.0,love how easy it is to find a time that works for everyone.
FB-00679,2026-02-16 17:28:03,community,ACC-0516,,"Shoutout: Simple, fast and reliable, exatcly what we needed."
FB-00674,2026-02-16 17:39:32,app_store,ACC-0494,2.0,"No guidance during setup, I did not know where to start."
FB-00677,2026-02-16 18:12:07,support_ticket,ACC-0316,,"Hi team, Simple, fast and reliable, exactly what we needed. Also, onboarding is confusing for anyone who is not technical. Five stars. Thanks, Deniz"
FB-00682,2026-02-17 07:55:29,app_store,ACC-0105,1.0,The mobile app takes forever to load. Very annoying.
FB-00687,2026-02-17 10:19:57,nps_survey,ACC-0162,4.0,Meeting times are wrong when attendees are in different time zones.
FB-00692,2026-02-17 11:45:46,sales_call,ACC-0101,,"Call notes (Blue Capital 93): the head of RevOps said ""The first-time setup does not explain how anything works."" Renewal is in 2 weeks."
FB-00686,2026-02-17 12:19:53,support_ticket,ACC-0321,,"Hi team, We need SAML single sign-on before we can roll out to more teams. Is this on the roadmap?"
FB-00681,2026-02-17 13:10:47,support_ticket,ACC-0234,,"Hi team, Our team of 150 people relies on Tempo. Outlook sync fails with an error every morning. Hope this gets fixed soon. Thanks, Jonas"
FB-00685,2026-02-17 14:06:24,community,ACC-0561,,"Feature request: The bright interface is painful at nihgt, we need a dark mode. Thanks in advance."
FB-00689,2026-02-17 14:59:04,nps_survey,ACC-0363,0.0,Every claendar change triggers an email to the whole team.
FB-00691,2026-02-17 16:19:02,nps_survey,ACC-0377,0.0,The frist-time setup does not explain how anything works.
FB-00688,2026-02-17 16:35:00,community,ACC-0183,,Feedback: The reminder spam is making people ignore Tempo entirely.
FB-00695,2026-02-17 18:27:23,app_store,ACC-0207,5.0,Tempo saves me hours every week.
FB-00694,2026-02-17 18:34:23,community,ACC-0211,,"Our whole company switched and nobody looked back. Also, we cannot renew without SAML SSO and enforced login through Entra ID."
FB-00683,2026-02-17 19:09:29,app_store,ACC-0456,3.0,The app hangs for ten seconds before showing my schedule. Not happy about this.
FB-00684,2026-02-17 20:20:23,app_store,ACC-0370,3.0,It keeps crashing on startup after the last Android update.
FB-00693,2026-02-17 21:03:52,sales_call,ACC-0150,,"Call notes (Bright Logistics): the security lead said ""The repeat every other week option is broken."" Expansion to 150 more seats depends on this."
FB-00690,2026-02-17 21:11:58,sales_call,ACC-0140,,"Call notes (Bright Ventures): the head of RevOps said ""I would like a report of how much time the team spends in meetings."" Renewal is in 2 weeks."
FB-00702,2026-02-18 07:07:38,support_ticket,ACC-0082,,"Hello, The onboarding never explains the difference between workspaces and teams. This is really frustrating. Thanks, Jonas"
FB-00697,2026-02-18 08:24:30,nps_survey,ACC-0114,5.0,The Android app is so slow it is unusable on older phones.
FB-00699,2026-02-18 10:39:20,nps_survey,ACC-0588,4.0,Billing us for inactive seats is unfair.
FB-00696,2026-02-18 15:44:59,support_ticket,ACC-0515,,"Hi Tempo support, Tempo is central to how we plan our week. The app hangs for ten seconds before showing my schedule. Not happy about this. - Jonas"
FB-00701,2026-02-18 17:44:43,nps_survey,ACC-0335,2.0,I get three reminders for every single meeting.
FB-00703,2026-02-18 19:41:22,community,ACC-0554,,Shoutout: Best scheduling tool we have used. Keep up the great work!
FB-00698,2026-02-18 20:26:05,support_ticket,ACC-0232,,"Hello, I have been a customer for 9 months. Dark mode please, the white screen hurts my eyes. Is this on the roadmap? Best, Chen"
FB-00700,2026-02-18 21:34:11,community,ACC-0074,,It is confusing which time zone the booking link uses. Hope this gets fxied soon.
FB-00705,2026-02-19 07:34:39,support_ticket,ACC-0535,,"Hello, Tempo is central to how we plan our week. The mobile app is so slow it is unusable on older phones. Not happy about this. Best, Kate"
FB-00712,2026-02-19 09:22:37,nps_survey,ACC-0077,6.0,Recurring standups now show up on the wrong weekday after the redesign.
FB-00704,2026-02-19 10:16:37,app_store,ACC-0254,2.0,The app hangs for ten seconds before showing my schedule. This is really frustrating.
FB-00711,2026-02-19 14:25:20,support_ticket,ACC-0380,,"Hi Tempo support, I have been a customer for 6 months. An integration with Slack is the main thing missing for our team. Best, Omar"
FB-00716,2026-02-19 14:28:23,nps_survey,ACC-0100,8.0,The team availability view is fantastic.
FB-00710,2026-02-19 17:37:23,app_store,ACC-0421,1.0,The scheduler keeps showing UTC instead of my local time. Not happy about this.
FB-00707,2026-02-19 18:00:21,community,ACC-0307,,Idea: Please follow the system dark theme on mobile. Is this on the roadmap?
FB-00706,2026-02-19 19:13:51,community,ACC-0600,,feature request: would love a dark theme for late ngiht planning.
FB-00713,2026-02-19 19:14:18,app_store,ACC-0587,1.0,Exceptions to recurring events are lost when I save. Not happy about this.
FB-00708,2026-02-19 19:50:06,support_ticket,ACC-0075,,"Hi team, Would love a dark theme for late night planning. Thanks! Best, Omar"
FB-00709,2026-02-19 20:28:18,nps_survey,ACC-0582,3.0,Invites to our New York office arirve with the wrong time.
FB-00714,2026-02-19 21:45:05,support_ticket,ACC-0217,,"Hi Tempo support, Tempo is central to how we plan our week. The repeat every other week option is broken. Hope this gets fixed soon. - Sofia"
FB-00715,2026-02-19 21:45:18,support_ticket,ACC-0221,,The booking links alone are worth it. Five stars. - Priya
FB-00728,2026-02-20 07:50:46,community,ACC-0224,,the team availability view is fantastic. five stars.
FB-00718,2026-02-20 09:40:36,support_ticket,ACC-0323,,"Hello, Deleted meetings keep coming back after every sync. Also, the bright interface is painful at night, we need a dark mode. Please fix this asap. Best, Chen"
FB-00725,2026-02-20 12:11:57,app_store,ACC-0594,3.0,Billing us for inactive seats is unfair. Not happy about this.
FB-00720,2026-02-20 16:02:07,nps_survey,ACC-0044,2.0,Tapping an event freezes the iOS app.
FB-00723,2026-02-20 16:45:26,community,ACC-0474,,+1 for this: Dark mode is the only thing missing for me. Thanks!
FB-00727,2026-02-20 17:41:52,community,ACC-0247,,Feedback: The first-time setup does not explain how anything works. Very annoying.
FB-00730,2026-02-20 18:00:00,community,ACC-0358,,Shoutout: Our whole company switched and nobody looked back. Keep up the great work!
FB-00724,2026-02-20 19:04:17,app_store,ACC-0425,4.0,Please add a dark mode. Is this on the roamdap?
FB-00717,2026-02-20 19:10:56,support_ticket,ACC-0554,,"Hi team, Our team of 5 people relies on Tempo. The sync status is stuck on syncing forever. Thanks, Priya"
FB-00719,2026-02-20 19:37:36,support_ticket,ACC-0410,,"Hey there, We use Tempo every day. The mobile app takes forever to load. - Omar"
FB-00722,2026-02-20 19:45:47,nps_survey,ACC-0053,5.0,"Dark mode please, the white screen hurts my eyes."
FB-00726,2026-02-20 20:59:40,app_store,ACC-0062,3.0,Set my Slack status automatically when I am in a meeting. Thanks in advance.
FB-00721,2026-02-20 21:21:02,community,ACC-0081,,"[Bug] The mobile app takes forever to load. Also, please add a Slack integration so reminders show up in our channels. Hope this gets fixed soon."
FB-00729,2026-02-20 21:57:22,support_ticket,ACC-0412,,"Hey there, We use Tempo every day. The booking links alone are worth it. Keep up the great work!"
FB-00737,2026-02-21 07:00:39,community,ACC-0229,,shoutout: our whole company switched and nobody looked back. keep up the great work!
FB-00732,2026-02-21 09:02:33,support_ticket,ACC-0376,,"Hi Tempo support, I have been a customer for 3 months. Half of my iCloud events disappeared from Tempo. Not happy about this. Best, Lukas"
FB-00734,2026-02-21 09:58:36,support_ticket,ACC-0042,,"Hey there, A Slack bot that posts the daily agenda would be amazing. Thanks in advance. - Priya"
FB-00738,2026-02-21 10:06:15,community,ACC-0225,,Shoutout: Our whole company switched and nobody looked back. Five stars.
FB-00733,2026-02-21 11:30:56,app_store,ACC-0521,1.0,My time zone setting resets every time I travel. This is really frustrating.
FB-00731,2026-02-21 13:41:01,support_ticket,ACC-0009,,"Hi team, We use Tempo every day. Every event from Office 365 now shows up twice. Very annoying. - Deniz"
FB-00736,2026-02-21 13:57:31,support_ticket,ACC-0290,,"Hi team, An integration with Teams is the main thing missing for our team. Thanks! Thanks, Amara"
FB-00735,2026-02-21 18:26:42,nps_survey,ACC-0577,5.0,Please add a Slack integration so reminders show up in our channels.
FB-00739,2026-02-22 08:10:49,support_ticket,ACC-0209,,"Hi Tempo support, I have been a cutsomer for 6 months. The mobile app takes forever to load. Very annoying."
FB-00740,2026-02-22 16:38:16,app_store,ACC-0517,1.0,The app freezes every time I switch calendars on my iPhone. Very annoying.
FB-00744,2026-02-22 16:42:41,app_store,ACC-0271,5.0,"Simple, fast and reliable, exactly what we needed."
FB-00742,2026-02-22 18:50:14,sales_call,ACC-0059,,"Call notes (Urban Robotics): the IT director said ""Notification settings are too coarse, it is all or nothing."" Otherwise very happy with the product."
FB-00743,2026-02-22 19:04:53,community,ACC-0136,,anyone else seeing this? i cannot delete a single instance of a repeating event anymore. please fix this asap.
FB-00741,2026-02-22 20:47:15,app_store,ACC-0004,4.0,Dark mode is the only thing missing for me. Would really appreciate it.
FB-00749,2026-02-23 07:10:12,nps_survey,ACC-0034,3.0,The Android app takes forever to load.
FB-00751,2026-02-23 07:43:49,app_store,ACC-0154,4.0,Please follow the system dark theme on mobile.
FB-00753,2026-02-23 08:42:34,support_ticket,ACC-0234,,"Hi team, Tempo is central to how we plan our week. There is no way to see two time zones side by side when scheduling. Not happy about this. - Omar"
FB-00746,2026-02-23 09:55:42,app_store,ACC-0600,2.0,the ios app takes forever to load.
FB-00761,2026-02-23 10:47:44,support_ticket,ACC-0555,,"Hi Tempo support, Tepmo is central to how we plan our week. Great product and the support team is very responsive. Five stars. - Priya"
FB-00759,2026-02-23 12:00:28,nps_survey,ACC-0044,0.0,The setup wizard skipped steps and left my workspace half configured.
FB-00750,2026-02-23 12:23:58,community,ACC-0439,,"feature request: the bright interface is painful at night, we need a dark mode. thanks!"
FB-00752,2026-02-23 12:54:07,support_ticket,ACC-0536,,"Hey three, I would honestly pay extra for a dark mode. Would really appreciate it. - Amara"
FB-00748,2026-02-23 13:07:28,app_store,ACC-0188,1.0,Scrolling the calendar on iOS is laggy and slow. Not happy abuot this.
FB-00760,2026-02-23 13:13:41,app_store,ACC-0315,1.0,Editing one occurrence changes the whole recurring series. This is really frustrating.
FB-00754,2026-02-23 14:46:50,support_ticket,ACC-0354,,"Hi Tempo support, I have been a customer for 18 months. Please let me mute notifications for specific calendars. Best, Deniz"
FB-00745,2026-02-23 15:01:08,app_store,ACC-0327,1.0,Tapping an event freezes the Android app.
FB-00756,2026-02-23 16:26:47,nps_survey,ACC-0594,6.0,Every calendar change triggers an email to the whole team.
FB-00758,2026-02-23 16:54:53,sales_call,ACC-0586,,"Call notes (Iron Capital 45): the security lead said ""Our finance team needs a monthly utilization report."" They mentioned evaluating competitors."
FB-00755,2026-02-23 19:54:24,community,ACC-0203,,i get three reminders for every single meeting. very annoying.
FB-00757,2026-02-23 20:05:47,sales_call,ACC-0181,,"Call notes (Rapid Media 62): the VP of Operations said ""A dashboard showing meeting hours by team would be great."" Renewal is in 6 weeks."
FB-00747,2026-02-23 20:32:45,nps_survey,ACC-0121,1.0,Tapping an event freezes the iOS app.
FB-00774,2026-02-24 08:52:39,nps_survey,ACC-0489,6.0,Can you connect Tempo with Teams for meeting links.
FB-00779,2026-02-24 09:34:48,support_ticket,ACC-0131,,"Hey there, Tempo is central to how we plan our week. Please add an API endpoint for exporting events. Thanks in advance."
FB-00776,2026-02-24 09:48:30,support_ticket,ACC-0131,,"Hey there, A Microsoft Teams bot that posts the daily agenda would be amazing. - Omar"
FB-00770,2026-02-24 11:19:19,support_ticket,ACC-0017,,"Offboarding users by hand is a compliance risk, we need SCIM. Thanks in advance."
FB-00780,2026-02-24 12:19:01,support_ticket,ACC-0337,,"Hey there, We use Tempo every day. Can we get analytics on meeting load per person. Thanks!"
FB-00768,2026-02-24 12:29:51,nps_survey,ACC-0261,6.0,"The bright interface is paifnul at night, we need a dark mode. Also, notification settings are too coarse, it is all or nothing."
FB-00765,2026-02-24 12:59:52,app_store,ACC-0491,4.0,Please add a dark mode.
FB-00777,2026-02-24 13:56:31,support_ticket,ACC-0209,,"Hello, Tempo is central to how we plan our week. We live in Teams, getting alerts there would help a lot."
FB-00763,2026-02-24 15:34:28,support_ticket,ACC-0454,,"Hi team, The iOS app takes forever to load. Not happy about this."
FB-00773,2026-02-24 16:07:05,app_store,ACC-0032,1.0,It is confusing which time zone the booking link uses. Hope this gets fixed soon.
FB-00781,2026-02-24 16:16:20,community,ACC-0223,,The first-time setup does not explain how anything works. This is really frustrating.
FB-00766,2026-02-24 16:17:26,community,ACC-0352,,Feature request: Add a night mode option to the mobile app. Thanks!
FB-00771,2026-02-24 17:00:26,sales_call,ACC-0076,,"Call notes (Iron Digital): the office manager said ""Hard to justify the cost to my manager after the price increase."" Expansion to 25 more seats depends on this."
FB-00769,2026-02-24 17:13:34,community,ACC-0455,,feature rqeuest: dark mode is the only thing missing for me.
FB-00778,2026-02-24 18:30:34,support_ticket,ACC-0135,,"Hey there, Export to Excel would save me hours every month. Best, Deniz"
FB-00775,2026-02-24 18:49:57,support_ticket,ACC-0290,,"Hi team, Please add a Slack integration so reminders show up in our channels. Thanks! Best, Amara"
FB-00772,2026-02-24 20:31:11,support_ticket,ACC-0587,,"Hi team, Tempo is central to how we plan our week. Please offer a cheaper plan for nonprofits. Also, Google sync fails with an error all the time. Very annoying. Best, Omar"
FB-00764,2026-02-24 21:04:24,support_ticket,ACC-0202,,"Hi Tempo support, Tempo is central to how we plan our week. Scrolling the calendar on iOS is laggy and slow. Not happy about this."
FB-00762,2026-02-24 21:34:11,community,ACC-0041,,We missed a client call because the invite never snyced to Google. Very annoying.
FB-00767,2026-02-24 21:41:32,nps_survey,ACC-0048,5.0,Please add a dark mode.
FB-00802,2026-02-25 08:59:46,nps_survey,ACC-0347,9.0,Love how easy it is to find a time that works for everyone.
FB-00787,2026-02-25 10:10:52,app_store,ACC-0220,3.0,The app hangs for ten seconds before showing my schedule. This is really frustrating.
FB-00803,2026-02-25 10:20:12,support_ticket,ACC-0228,,"Hi team, Super clean interface and very intuitive. Keep up the great work! Best, Jonas"
FB-00792,2026-02-25 10:29:13,nps_survey,ACC-0125,4.0,"The new per-seat price is too expensive for a small team. Also, the new recurring event editor will not let me set custom repeats."
FB-00799,2026-02-25 10:34:08,community,ACC-0139,,"Feedback: Notification settings are too coarse, it is all or nothing. This is really frustrating."
FB-00790,2026-02-25 10:49:29,app_store,ACC-0271,4.0,Dark mode is the only thing missing for me.
FB-00791,2026-02-25 11:11:32,community,ACC-0358,,Idea: Dark mode is the only thing missing for me. Wuold really appreciate it.
FB-00783,2026-02-25 11:39:57,app_store,ACC-0079,2.0,Reconnecting Google does not fix the sync problem. Hope this gets fixed soon.
FB-00794,2026-02-25 12:06:53,support_ticket,ACC-0539,,"Hi team, Tempo is central to how we plan our week. The Pro plan now costs more than tools that do much more. Please fix this asap. Best, Kate"
FB-00800,2026-02-25 12:09:31,support_ticket,ACC-0457,,"Hello, Can we get analytics on meeting load per person. Would really appreciate it."
FB-00789,2026-02-25 12:10:46,support_ticket,ACC-0343,,"Tempo is cnetral to how we plan our week. Please follow the system dark theme on Android. Thanks in advance. Thanks, Lukas"
FB-00796,2026-02-25 14:31:13,nps_survey,ACC-0020,3.0,Invites to our Signapore office arrive with the wrong time.
FB-00784,2026-02-25 14:34:37,sales_call,ACC-0373,,"Call notes (Blue Labs 42): the head of RevOps said ""Sync keeps creating duplicate events on my calendar."" Expansion to 40 more seats depends on this."
FB-00793,2026-02-25 14:42:57,support_ticket,ACC-0262,,"Hello, We use Tempo every day. Billing us for inactive seats is unfair. Please fix this asap."
FB-00804,2026-02-25 15:29:43,community,ACC-0219,,"Shoutout: Great product and the support team is very responsive. Also, export to Excel would save me hours every month. Five stars."
FB-00801,2026-02-25 16:55:20,support_ticket,ACC-0408,,"Hi Tempo support, I have been a customer for 18 months. Our finance team nedes a monthly utilization report. - Kate"
FB-00797,2026-02-25 17:37:50,support_ticket,ACC-0059,,"Hey there, We would love to schedule meetings directly from Slack."
FB-00785,2026-02-25 17:54:42,nps_survey,ACC-0387,5.0,Scrolling the calendar on Android is laggy and slow.
FB-00782,2026-02-25 18:27:05,support_ticket,ACC-0304,,"Hello, Every event from iCloud now shows up twice. Also, performance on my older Android phone is terrible compared to the web version. Hope this gets fixed soon. - Sofia"
FB-00795,2026-02-25 18:31:35,support_ticket,ACC-0444,,"Hi Tempo support, Our team of 12 people relies on Tempo. The scheduler keeps showing Pacific time instead of my local time. Best, Deniz"
FB-00798,2026-02-25 19:00:28,community,ACC-0429,,"Small thing, but Please let me mute notifications for specific calendars. Very annoying."
FB-00786,2026-02-25 19:03:56,support_ticket,ACC-0244,,"Hello, It keeps crashing on startup after the last iOS update. Very anonying."
FB-00788,2026-02-25 21:29:38,app_store,ACC-0149,1.0,Tapping an event freezes the Android app. This is really frustrating.
FB-00813,2026-02-26 07:28:16,app_store,ACC-0090,2.0,meeting times are wrong when attendees are in different time zones. hope this gets fixed soon.
FB-00816,2026-02-26 07:42:58,app_store,ACC-0549,5.0,please add a teams integration so reminders show up in our channels. would really appreciate it.
