account_id,company,plan,seats,mrr,region,industry
ACC-0436,Nova Studio,free,2,0.0,LATAM,Retail
ACC-0437,Clear Analytics 38,free,2,0.0,Europe,Software
ACC-0438,Silver Capital 35,pro,4,48.0,Europe,Healthcare
ACC-0439,Silver Logistics 58,pro,10,120.0,Europe,Software
ACC-0440,Summit Studio 80,free,1,0.0,LATAM,Finance
ACC-0441,Summit Digital 15,pro,7,84.0,LATAM,Software
ACC-0442,Urban Systems,free,1,0.0,LATAM,Education
ACC-0443,Quiet Logistics 35,free,1,0.0,LATAM,Education
ACC-0444,Lucky Labs 64,business,23,575.0,LATAM,Finance
ACC-0445,North Studio 8,free,1,0.0,LATAM,Healthcare
ACC-0446,Rapid Ventures 30,free,1,0.0,Europe,Healthcare
ACC-0447,Iron Digital 2,pro,11,132.0,APAC,Software
ACC-0448,Blue Studio 69,pro,2,24.0,Europe,Retail
ACC-0449,Rapid Foods,pro,9,108.0,Europe,Healthcare
ACC-0450,Rapid Systems,pro,4,48.0,Europe,Education
ACC-0451,Harbor Logistics 90,free,1,0.0,North America,Agency
ACC-0452,Blue Partners 37,pro,6,72.0,APAC,Retail
ACC-0453,Clear Health 41,pro,5,60.0,North America,Education
ACC-0454,North Ventures 33,pro,3,36.0,LATAM,Education
ACC-0455,Summit Analytics 90,pro,2,24.0,Europe,Finance
ACC-0456,Clear Digital 87,free,2,0.0,North America,Agency
ACC-0457,Iron Partners 75,pro,7,84.0,APAC,Healthcare
ACC-0458,Bright Health 46,free,2,0.0,Europe,Education
ACC-0459,Bright Analytics 48,pro,3,36.0,North America,Agency
ACC-0460,Summit Works 7,free,1,0.0,Europe,Finance
ACC-0461,Silver Logistics 35,free,2,0.0,LATAM,Retail
ACC-0462,Nova Logistics 44,pro,2,24.0,APAC,Nonprofit
ACC-0463,Rapid Logistics 54,free,2,0.0,APAC,Nonprofit
ACC-0464,Blue Analytics 94,free,1,0.0,North America,Retail
ACC-0465,Quiet Systems 9,pro,13,156.0,North America,Agency
ACC-0466,Bold Media 97,free,1,0.0,Europe,Healthcare
ACC-0467,Lucky Media 5,business,13,325.0,LATAM,Finance
ACC-0468,Quiet Foods 50,pro,5,60.0,APAC,Nonprofit
ACC-0469,Blue Health 67,free,1,0.0,North America,Software
ACC-0470,Clear Analytics 12,pro,2,24.0,LATAM,Finance
ACC-0471,Clear Capital 48,free,1,0.0,LATAM,Nonprofit
ACC-0472,Bold Labs 79,free,2,0.0,North America,Healthcare
ACC-0473,Maple Logistics 26,business,21,525.0,LATAM,Healthcare
ACC-0474,Harbor Logistics 63,pro,6,72.0,Europe,Education
ACC-0475,Bright Labs,pro,9,108.0,LATAM,Nonprofit
ACC-0476,Clear Systems,pro,5,60.0,North America,Retail
ACC-0477,Rapid Analytics 21,pro,6,72.0,LATAM,Finance
ACC-0478,Nova Analytics 28,pro,4,48.0,LATAM,Retail
ACC-0479,Lucky Health 55,free,2,0.0,Europe,Nonprofit
ACC-0480,Silver Works 76,free,1,0.0,Europe,Finance
ACC-0481,Silver Capital 9,free,2,0.0,Europe,Finance
ACC-0482,Silver Robotics 51,free,1,0.0,APAC,Nonprofit
ACC-0483,North Works 54,free,1,0.0,North America,Nonprofit
ACC-0484,Clear Logistics 33,enterprise,401,15238.0,North America,Nonprofit
ACC-0485,Nova Health 17,free,1,0.0,North America,Nonprofit
ACC-0486,Summit Systems,free,2,0.0,LATAM,Retail
ACC-0487,Bold Studio 82,free,1,0.0,LATAM,Finance
ACC-0488,Silver Works,pro,4,48.0,APAC,Agency
ACC-0489,Quiet Labs 3,business,16,400.0,LATAM,Retail
ACC-0490,Clear Works 55,business,19,475.0,North America,Finance
ACC-0491,Lucky Logistics 24,free,1,0.0,APAC,Finance
ACC-0492,Lucky Systems 30,free,1,0.0,North America,Healthcare
ACC-0493,Silver Capital 4,business,12,300.0,LATAM,Software
ACC-0494,Bold Studio 81,free,2,0.0,Europe,Healthcare
ACC-0495,Maple Ventures 28,pro,3,36.0,North America,Finance
ACC-0496,North Systems 43,free,1,0.0,Europe,Software
ACC-0497,Blue Foods 41,business,18,450.0,APAC,Software
ACC-0498,Green Health,free,1,0.0,LATAM,Healthcare
ACC-0499,Quiet Logistics 17,free,2,0.0,LATAM,Retail
ACC-0500,Harbor Health 46,free,2,0.0,APAC,Agency
ACC-0501,Harbor Foods 6,free,1,0.0,LATAM,Healthcare
ACC-0502,Summit Capital 40,pro,2,24.0,APAC,Nonprofit
ACC-0503,Quiet Robotics 13,pro,2,24.0,APAC,Finance
ACC-0504,Rapid Capital 42,free,1,0.0,North America,Retail
ACC-0505,Rapid Analytics 8,pro,8,96.0,LATAM,Agency
ACC-0506,Nova Media 20,free,1,0.0,APAC,Finance
ACC-0507,Quiet Studio 21,free,2,0.0,LATAM,Agency
ACC-0508,North Logistics,free,2,0.0,APAC,Software
ACC-0509,Blue Health 12,free,1,0.0,Europe,Retail
ACC-0510,Blue Capital 83,free,1,0.0,North America,Education
ACC-0511,Bright Works 7,pro,4,48.0,LATAM,Education
ACC-0512,Bold Logistics 69,pro,8,96.0,APAC,Retail
ACC-0513,Rapid Digital,free,1,0.0,North America,Nonprofit
ACC-0514,Blue Health,pro,3,36.0,LATAM,Education
ACC-0515,Clear Analytics 14,pro,4,48.0,LATAM,Software
ACC-0516,Iron Works 86,free,1,0.0,North America,Software
ACC-0517,Maple Digital,free,1,0.0,Europe,Software
ACC-0518,North Health 23,pro,2,24.0,LATAM,Retail
ACC-0519,Silver Labs 29,free,1,0.0,Europe,Software
ACC-0520,Blue Works 39,pro,2,24.0,Europe,Software
ACC-0521,Silver Media 28,free,1,0.0,North America,Software
ACC-0522,Silver Media 38,pro,3,36.0,Europe,Agency
ACC-0523,Blue Analytics 69,free,1,0.0,APAC,Agency
ACC-0524,Green Media,free,1,0.0,LATAM,Agency
ACC-0525,Bold Foods 36,free,2,0.0,LATAM,Finance
ACC-0526,Urban Digital 50,pro,2,24.0,Europe,Software
ACC-0527,Summit Capital 85,free,1,0.0,North America,Retail
ACC-0528,Green Foods 81,enterprise,139,5282.0,LATAM,Software
ACC-0529,Bright Logistics 51,free,2,0.0,APAC,Nonprofit
ACC-0530,Maple Capital 23,free,1,0.0,APAC,Healthcare
ACC-0531,Nova Digital 53,free,1,0.0,North America,Education
ACC-0532,Nova Digital 78,free,1,0.0,North America,Software
ACC-0533,Iron Capital 35,free,2,0.0,LATAM,Software
ACC-0534,Bright Analytics 41,pro,9,108.0,APAC,Retail
ACC-0535,Clear Foods 54,pro,4,48.0,Europe,Education
ACC-0536,Quiet Partners 13,free,1,0.0,LATAM,Agency
ACC-0537,Clear Robotics 2,free,1,0.0,LATAM,Nonprofit
ACC-0538,Blue Digital 5,free,1,0.0,Europe,Finance
ACC-0539,Rapid Studio,pro,6,72.0,APAC,Software
ACC-0540,Quiet Labs 44,free,2,0.0,Europe,Healthcare
ACC-0541,Bright Studio 64,business,30,750.0,LATAM,Software
ACC-0542,Silver Studio 40,pro,3,36.0,APAC,Healthcare
ACC-0543,Silver Systems 43,pro,2,24.0,North America,Nonprofit
ACC-0544,Silver Logistics 74,pro,2,24.0,APAC,Education
ACC-0545,Summit Media 94,pro,2,24.0,North America,Education
ACC-0546,Green Logistics 34,free,1,0.0,Europe,Agency
ACC-0547,Nova Labs 6,free,1,0.0,Europe,Software
ACC-0548,Clear Health 22,free,1,0.0,APAC,Education
ACC-0549,Lucky Ventures,free,1,0.0,North America,Education
ACC-0550,Nova Systems 22,free,2,0.0,Europe,Software
ACC-0551,Lucky Works 98,free,1,0.0,APAC,Healthcare
ACC-0552,Bright Logistics 32,pro,4,48.0,APAC,Education
ACC-0553,Bold Works 66,free,1,0.0,APAC,Agency
ACC-0554,Rapid Analytics 87,free,1,0.0,North America,Agency
ACC-0555,Rapid Works 36,free,2,0.0,Europe,Retail
ACC-0556,Rapid Analytics 92,free,2,0.0,LATAM,Healthcare
ACC-0557,Harbor Foods 44,enterprise,130,4940.0,Europe,Nonprofit
ACC-0558,Summit Labs 38,free,1,0.0,Europe,Healthcare
ACC-0559,Nova Robotics 54,free,1,0.0,Europe,Agency
ACC-0560,Nova Systems 40,free,2,0.0,North America,Education
ACC-0561,Clear Media 92,free,2,0.0,APAC,Education
ACC-0562,Urban Media 34,free,1,0.0,North America,Nonprofit
ACC-0563,North Capital 60,free,2,0.0,Europe,Agency
ACC-0564,Lucky Health,free,1,0.0,LATAM,Healthcare
ACC-0565,Harbor Media 88,free,1,0.0,LATAM,Software
ACC-0566,Clear Analytics 39,pro,2,24.0,APAC,Software
ACC-0567,Summit Ventures,free,1,0.0,North America,Healthcare
ACC-0568,Urban Studio 83,pro,6,72.0,North America,Retail
ACC-0569,Quiet Analytics,free,1,0.0,APAC,Retail
ACC-0570,Urban Logistics 65,free,2,0.0,North America,Healthcare
ACC-0571,Bright Media 35,pro,2,24.0,North America,Software
ACC-0572,North Studio 44,free,2,0.0,Europe,Retail
ACC-0573,Urban Media,business,12,300.0,LATAM,Software
ACC-0574,Quiet Studio 7,business,20,500.0,LATAM,Healthcare
ACC-0575,Silver Foods 94,pro,3,36.0,Europe,Agency
ACC-0576,Quiet Studio 97,free,1,0.0,Europe,Nonprofit
ACC-0577,Iron Logistics 52,pro,7,84.0,LATAM,Software
ACC-0578,Iron Studio 82,pro,2,24.0,LATAM,Software
ACC-0579,Silver Logistics 7,pro,5,60.0,LATAM,Finance
ACC-0580,Urban Robotics 8,free,1,0.0,LATAM,Software
ACC-0581,Green Systems 88,business,16,400.0,Europe,Nonprofit
ACC-0582,Rapid Digital 97,business,45,1125.0,APAC,Software
ACC-0583,Lucky Studio 18,free,1,0.0,LATAM,Nonprofit
ACC-0584,Quiet Systems 34,free,1,0.0,Europe,Nonprofit
ACC-0585,Green Labs 41,free,1,0.0,APAC,Software
ACC-0586,Iron Capital 45,business,55,1375.0,North America,Finance
ACC-0587,Nova Robotics 16,business,14,350.0,Europe,Software
ACC-0588,Maple Robotics 64,enterprise,143,5434.0,North America,Finance
ACC-0589,Bold Robotics 17,pro,3,36.0,APAC,Agency
ACC-0590,Green Digital 28,pro,2,24.0,APAC,Nonprofit
ACC-0591,North Digital 22,pro,4,48.0,APAC,Agency
ACC-0592,Rapid Robotics 95,pro,3,36.0,APAC,Agency
ACC-0593,Green Capital 81,business,13,325.0,Europe,Retail
ACC-0594,Harbor Studio 22,pro,2,24.0,APAC,Healthcare
ACC-0595,Green Media 23,free,2,0.0,North America,Retail
ACC-0596,Summit Capital 34,free,2,0.0,Europe,Nonprofit
ACC-0597,Quiet Systems 2,free,1,0.0,LATAM,Retail
ACC-0598,Clear Capital 36,pro,3,36.0,North America,Nonprofit
ACC-0599,Summit Works,pro,6,72.0,North America,Healthcare
ACC-0600,Quiet Studio 35,free,1,0.0,Europe,Education
